text,label
European Union announces new policy on education,1
Study published in Cell examines effects of healthcare,1
Government hiding truth about aliens,0
Elon Musk caught doing illegal activities on camera,0
Patriots wins against Eagles in close match,1
Local council approves new library project for London,1
Community fundraiser raises $10000 for local hospital,1
US Government announces new policy on environment,1
Researchers at Harvard make progress in biology research,1
United States to ban music starting next month,0
Miracle cure: red meat can make you improve memory in just 30 days!,0
New AI feature released by Microsoft,1
Community fundraiser raises $10000 for children's charity,1
"Microsoft reports quarterly earnings, stock unchanged by 2%",1
New AI feature released by Meta,1
Russia to ban sunlight starting next month,0
Community fundraiser raises $10000 for disaster relief,1
Local council approves new park project for Sydney,1
"Amazon reports quarterly earnings, stock down by 2%",1
Local council approves new transit system project for New York,1
Governor speaks at conference about climate change,1
New study proves salt causes depression - doctors shocked!,0
Oprah Winfrey caught doing unethical behavior on camera,0
"Microsoft reports quarterly earnings, stock up by 12%",1
Elon Musk caught doing illegal activities on camera,0
Governor speaks at conference about education,1
New study proves sugar causes arthritis - doctors shocked!,0
You won't believe what Tom Hanks said about healthcare!,0
Miracle cure: salt can make you boost energy in just 14 days!,0
New study proves dairy products causes heart disease - doctors shocked!,0
European Union announces new policy on transportation,1
Miracle cure: sugar can make you lose weight in just 7 days!,0
You won't believe what Oprah Winfrey said about healthcare!,0
Government hiding truth about aliens,0
Miracle cure: sugar can make you look younger in just 21 days!,0
Government hiding truth about moon landing,0
Miracle cure: dairy products can make you lose weight in just 21 days!,0
BREAKING: Scientists discover exercise can cure heart disease!,0
ALERT: Volcanic eruption heading straight for London!,0
Tom Hanks caught doing illegal activities on camera,0
Community fundraiser raises $100000 for disaster relief,1
Governor speaks at conference about climate change,1
Elon Musk DEAD at 52 - family confirms tragic news,0
"Meta reports quarterly earnings, stock up by 2%",1
Local council approves new bridge project for London,1
Governor speaks at conference about education,1
Local council approves new library project for London,1
"Amazon reports quarterly earnings, stock up by 15%",1
Community fundraiser raises $250000 for education fund,1
Tom Hanks DEAD at 64 - family confirms tragic news,0
Cowboys wins against Celtics in close match,1
Local council approves new park project for London,1
Cowboys wins against Giants in close match,1
Study published in The Lancet examines effects of education,1
You won't believe what Jennifer Lawrence said about artificial intelligence!,0
You won't believe what Oprah Winfrey said about climate change!,0
New study proves sugar causes heart disease - doctors shocked!,0
Mayor speaks at conference about climate change,1
United Nations announces new policy on environment,1
Weather forecast: Clear skies expected this weekend in the Northeast,1
Elon Musk caught doing controversial statements on camera,0
SHOCKING: United Nations secretly planning to control the internet!,0
Taylor Swift caught doing illegal activities on camera,0
Oprah Winfrey caught doing controversial statements on camera,0
Community fundraiser raises $50000 for animal shelter,1
Researchers at Harvard make progress in physics research,1
Miracle cure: processed food can make you lose weight in just 14 days!,0
Russia to ban chocolate starting next month,0
Government hiding truth about aliens,0
Miracle cure: salt can make you look younger in just 14 days!,0
Researchers at Harvard make progress in physics research,1
BREAKING: Scientists discover chocolate can cure arthritis!,0
New study proves salt causes heart disease - doctors shocked!,0
Miracle cure: dairy products can make you boost energy in just 10 days!,0
Weather forecast: Clear skies expected this weekend in the Northeast,1
ALERT: Volcanic eruption heading straight for New York!,0
Elon Musk DEAD at 51 - family confirms tragic news,0
European Union announces new policy on transportation,1
Patriots wins against Red Sox in close match,1
Researchers at Harvard make progress in physics research,1
Federal Reserve announces new policy on housing,1
"Tesla reports quarterly earnings, stock up by 12%",1
United Nations announces new policy on healthcare,1
Elon Musk DEAD at 88 - family confirms tragic news,0
SHOCKING: United Nations secretly planning to raise taxes!,0
BREAKING: Scientists discover sunlight can cure diabetes!,0
Local council approves new bridge project for Tokyo,1
BREAKING: Scientists discover chocolate can cure arthritis!,0
BREAKING: Scientists discover chocolate can cure anxiety!,0
Russia to ban meditation starting next month,0
Tom Hanks DEAD at 76 - family confirms tragic news,0
Miracle cure: red meat can make you improve memory in just 14 days!,0
Study published in Cell examines effects of healthcare,1
Study published in PNAS examines effects of social media,1
Local council approves new transit system project for Tokyo,1
BREAKING: Scientists discover coffee can cure cancer!,0
You won't believe what Brad Pitt said about climate change!,0
SHOCKING: European Union secretly planning to ban protests!,0
Oprah Winfrey DEAD at 51 - family confirms tragic news,0
New study proves sugar causes diabetes - doctors shocked!,0
New security feature released by Tesla,1
Study published in Science examines effects of healthcare,1
"Amazon reports quarterly earnings, stock down by 8%",1
Taylor Swift DEAD at 36 - family confirms tragic news,0
Jennifer Lawrence caught doing unethical behavior on camera,0
Community fundraiser raises $250000 for disaster relief,1
New security feature released by Google,1
"Google reports quarterly earnings, stock down by 2%",1
Community fundraiser raises $50000 for children's charity,1
France to ban chocolate starting next month,0
Community fundraiser raises $10000 for education fund,1
US Government announces new policy on housing,1
Government hiding truth about 5G towers,0
Community fundraiser raises $10000 for education fund,1
SHOCKING: US Government secretly planning to ban protests!,0
France to ban sunlight starting next month,0
You won't believe what Brad Pitt said about education!,0
Community fundraiser raises $250000 for education fund,1
Jennifer Lawrence caught doing unethical behavior on camera,0
Miracle cure: dairy products can make you boost energy in just 10 days!,0
Weather forecast: Thunderstorms expected this weekend in California,1
You won't believe what Elon Musk said about climate change!,0
BREAKING: Scientists discover sunlight can cure depression!,0
New AI feature released by Google,1
Local council approves new library project for New York,1
Elon Musk DEAD at 88 - family confirms tragic news,0
United States to ban sunlight starting next month,0
New mobile feature released by Tesla,1
"Meta reports quarterly earnings, stock unchanged by 2%",1
Government hiding truth about 5G towers,0
Federal Reserve announces new policy on education,1
Elon Musk caught doing illegal activities on camera,0
Study published in Nature examines effects of artificial intelligence,1
You won't believe what Tom Hanks said about climate change!,0
President speaks at conference about education,1
ALERT: Tsunami wave heading straight for Los Angeles!,0
Weather forecast: Clear skies expected this weekend in the Northeast,1
Miracle cure: salt can make you boost energy in just 7 days!,0
Miracle cure: red meat can make you lose weight in just 21 days!,0
France to ban coffee starting next month,0
US Government announces new policy on housing,1
ALERT: Tsunami wave heading straight for Sydney!,0
Government hiding truth about 5G towers,0
Taylor Swift DEAD at 77 - family confirms tragic news,0
Government hiding truth about moon landing,0
United States to ban meditation starting next month,0
BREAKING: Scientists discover water can cure cancer!,0
Study published in Science examines effects of climate change,1
Governor speaks at conference about education,1
Community fundraiser raises $50000 for children's charity,1
Community fundraiser raises $50000 for children's charity,1
ALERT: Massive earthquake heading straight for Los Angeles!,0
France to ban sunlight starting next month,0
China to ban coffee starting next month,0
Study published in Nature examines effects of social media,1
Government hiding truth about aliens,0
Weather forecast: Snow expected this weekend in the Pacific Northwest,1
Local council approves new bridge project for New York,1
Miracle cure: dairy products can make you look younger in just 10 days!,0
ALERT: Volcanic eruption heading straight for London!,0
New study proves dairy products causes arthritis - doctors shocked!,0
United States to ban exercise starting next month,0
ALERT: Hurricane Category 5 heading straight for Los Angeles!,0
Researchers at MIT make progress in medical research,1
Governor speaks at conference about climate change,1
Study published in Nature examines effects of climate change,1
You won't believe what Oprah Winfrey said about healthcare!,0
Miracle cure: salt can make you improve memory in just 30 days!,0
Local council approves new school project for New York,1
Oprah Winfrey caught doing unethical behavior on camera,0
BREAKING: Scientists discover music can cure heart disease!,0
US Government announces new policy on healthcare,1
You won't believe what Taylor Swift said about social media!,0
France to ban meditation starting next month,0
Local council approves new park project for Tokyo,1
Government hiding truth about aliens,0
ALERT: Massive earthquake heading straight for Sydney!,0
Study published in PNAS examines effects of healthcare,1
Oprah Winfrey DEAD at 74 - family confirms tragic news,0
SHOCKING: US Government secretly planning to monitor citizens!,0
SHOCKING: US Government secretly planning to control the internet!,0
Local council approves new bridge project for Los Angeles,1
Government hiding truth about moon landing,0
Government hiding truth about aliens,0
Researchers at Harvard make progress in environmental research,1
Study published in Science examines effects of healthcare,1
Senator speaks at conference about artificial intelligence,1
ALERT: Hurricane Category 5 heading straight for London!,0
Lakers wins against Red Sox in close match,1
Weather forecast: Clear skies expected this weekend in the South,1
You won't believe what Jennifer Lawrence said about education!,0
United Kingdom to ban meditation starting next month,0
Government hiding truth about moon landing,0
Researchers at MIT make progress in computer science research,1
European Union announces new policy on healthcare,1
Yankees wins against Red Sox in close match,1
Researchers at Oxford make progress in biology research,1
New study proves red meat causes depression - doctors shocked!,0
Government hiding truth about moon landing,0
New security feature released by Microsoft,1
United Nations announces new policy on housing,1
Federal Reserve announces new policy on healthcare,1
New study proves sugar causes depression - doctors shocked!,0
Oprah Winfrey caught doing unethical behavior on camera,0
Miracle cure: salt can make you improve memory in just 14 days!,0
Government hiding truth about 5G towers,0
Patriots wins against Giants in close match,1
Weather forecast: Thunderstorms expected this weekend in the South,1
China to ban water starting next month,0
ALERT: Tsunami wave heading straight for London!,0
Local council approves new school project for New York,1
"Google reports quarterly earnings, stock unchanged by 2%",1
BREAKING: Scientists discover music can cure arthritis!,0
Jennifer Lawrence DEAD at 44 - family confirms tragic news,0
Patriots wins against Eagles in close match,1
Weather forecast: Rain expected this weekend in California,1
Community fundraiser raises $250000 for animal shelter,1
Lakers wins against Eagles in close match,1
"Apple reports quarterly earnings, stock unchanged by 2%",1
Community fundraiser raises $25000 for animal shelter,1
Study published in PNAS examines effects of artificial intelligence,1
China to ban sleep starting next month,0
US Government announces new policy on housing,1
ALERT: Hurricane Category 5 heading straight for Tokyo!,0
President speaks at conference about artificial intelligence,1
Oprah Winfrey caught doing illegal activities on camera,0
New study proves sugar causes cancer - doctors shocked!,0
Mayor speaks at conference about climate change,1
United States to ban water starting next month,0
New AI feature released by Microsoft,1
New cloud feature released by Meta,1
Community fundraiser raises $50000 for education fund,1
Researchers at Cambridge make progress in environmental research,1
BREAKING: Scientists discover music can cure anxiety!,0
New study proves salt causes depression - doctors shocked!,0
New AI feature released by Microsoft,1
Study published in PNAS examines effects of education,1
You won't believe what Elon Musk said about healthcare!,0
SHOCKING: European Union secretly planning to raise taxes!,0
Community fundraiser raises $50000 for children's charity,1
Oprah Winfrey caught doing illegal activities on camera,0
United Nations announces new policy on environment,1
Miracle cure: red meat can make you look younger in just 30 days!,0
Government hiding truth about aliens,0
Government hiding truth about vaccine ingredients,0
Local council approves new transit system project for New York,1
Tom Hanks DEAD at 73 - family confirms tragic news,0
Miracle cure: dairy products can make you improve memory in just 10 days!,0
Local council approves new school project for New York,1
Community fundraiser raises $25000 for animal shelter,1
Local council approves new bridge project for Tokyo,1
Study published in PNAS examines effects of climate change,1
Miracle cure: sugar can make you lose weight in just 14 days!,0
Study published in PNAS examines effects of artificial intelligence,1
Mayor speaks at conference about education,1
Researchers at MIT make progress in environmental research,1
Community fundraiser raises $10000 for education fund,1
European Union announces new policy on environment,1
Community fundraiser raises $250000 for disaster relief,1
Study published in Cell examines effects of artificial intelligence,1
Elon Musk caught doing unethical behavior on camera,0
"Meta reports quarterly earnings, stock down by 5%",1
ALERT: Volcanic eruption heading straight for London!,0
United Nations announces new policy on housing,1
Local council approves new bridge project for Tokyo,1
"Microsoft reports quarterly earnings, stock up by 5%",1
Russia to ban sunlight starting next month,0
Miracle cure: processed food can make you look younger in just 10 days!,0
Researchers at Cambridge make progress in physics research,1
Oprah Winfrey caught doing unethical behavior on camera,0
SHOCKING: European Union secretly planning to control the internet!,0
ALERT: Volcanic eruption heading straight for Los Angeles!,0
Patriots wins against Red Sox in close match,1
European Union announces new policy on transportation,1
New security feature released by Tesla,1
Community fundraiser raises $50000 for disaster relief,1
SHOCKING: United Nations secretly planning to ban protests!,0
Government hiding truth about 5G towers,0
SHOCKING: European Union secretly planning to raise taxes!,0
SHOCKING: United Nations secretly planning to monitor citizens!,0
Weather forecast: Thunderstorms expected this weekend in the Midwest,1
Government hiding truth about moon landing,0
Researchers at MIT make progress in biology research,1
Study published in Science examines effects of education,1
President speaks at conference about artificial intelligence,1
Government hiding truth about aliens,0
Weather forecast: Rain expected this weekend in the Midwest,1
ALERT: Hurricane Category 5 heading straight for Tokyo!,0
Jennifer Lawrence DEAD at 67 - family confirms tragic news,0
Study published in Cell examines effects of social media,1
Elon Musk DEAD at 48 - family confirms tragic news,0
Elon Musk caught doing controversial statements on camera,0
Weather forecast: Snow expected this weekend in the South,1
Study published in The Lancet examines effects of climate change,1
New privacy feature released by Microsoft,1
Study published in Science examines effects of climate change,1
US Government announces new policy on transportation,1
Jennifer Lawrence caught doing controversial statements on camera,0
Community fundraiser raises $50000 for local hospital,1
Miracle cure: salt can make you improve memory in just 21 days!,0
Miracle cure: dairy products can make you boost energy in just 7 days!,0
SHOCKING: European Union secretly planning to control the internet!,0
New AI feature released by Google,1
Weather forecast: Rain expected this weekend in California,1
Community fundraiser raises $10000 for local hospital,1
Weather forecast: Clear skies expected this weekend in the South,1
CEO speaks at conference about healthcare,1
France to ban exercise starting next month,0
New study proves dairy products causes arthritis - doctors shocked!,0
Miracle cure: red meat can make you look younger in just 7 days!,0
Community fundraiser raises $10000 for local hospital,1
Local council approves new park project for Tokyo,1
Senator speaks at conference about healthcare,1
United Nations announces new policy on housing,1
SHOCKING: European Union secretly planning to monitor citizens!,0
ALERT: Tsunami wave heading straight for Sydney!,0
BREAKING: Scientists discover chocolate can cure heart disease!,0
China to ban water starting next month,0
BREAKING: Scientists discover meditation can cure heart disease!,0
Study published in PNAS examines effects of education,1
Researchers at Stanford University make progress in medical research,1
Taylor Swift caught doing controversial statements on camera,0
Yankees wins against Giants in close match,1
ALERT: Tsunami wave heading straight for Los Angeles!,0
Senator speaks at conference about education,1
ALERT: Tsunami wave heading straight for London!,0
Taylor Swift DEAD at 56 - family confirms tragic news,0
BREAKING: Scientists discover music can cure depression!,0
Miracle cure: dairy products can make you lose weight in just 14 days!,0
Government hiding truth about aliens,0
SHOCKING: US Government secretly planning to control the internet!,0
BREAKING: Scientists discover sunlight can cure depression!,0
New study proves salt causes anxiety - doctors shocked!,0
ALERT: Massive earthquake heading straight for Los Angeles!,0
Study published in The Lancet examines effects of healthcare,1
Weather forecast: Rain expected this weekend in the Midwest,1
Study published in The Lancet examines effects of climate change,1
New privacy feature released by Google,1
New mobile feature released by Google,1
BREAKING: Scientists discover coffee can cure arthritis!,0
Study published in Science examines effects of artificial intelligence,1
Brad Pitt caught doing unethical behavior on camera,0
Researchers at Cambridge make progress in medical research,1
Community fundraiser raises $25000 for animal shelter,1
"Tesla reports quarterly earnings, stock down by 8%",1
Local council approves new library project for Tokyo,1
ALERT: Tsunami wave heading straight for London!,0
United Nations announces new policy on transportation,1
Community fundraiser raises $10000 for local hospital,1
Researchers at Harvard make progress in physics research,1
Local council approves new bridge project for Los Angeles,1
European Union announces new policy on housing,1
Weather forecast: Fog expected this weekend in the Midwest,1
"Amazon reports quarterly earnings, stock down by 2%",1
"Google reports quarterly earnings, stock unchanged by 5%",1
SHOCKING: US Government secretly planning to monitor citizens!,0
US Government announces new policy on education,1
Community fundraiser raises $100000 for disaster relief,1
Elon Musk caught doing unethical behavior on camera,0
Local council approves new park project for Sydney,1
SHOCKING: European Union secretly planning to control the internet!,0
BREAKING: Scientists discover meditation can cure diabetes!,0
United Kingdom to ban exercise starting next month,0
Researchers at Stanford University make progress in physics research,1
Government hiding truth about vaccine ingredients,0
President speaks at conference about social media,1
"Meta reports quarterly earnings, stock unchanged by 2%",1
Local council approves new park project for Sydney,1
Miracle cure: dairy products can make you lose weight in just 14 days!,0
CEO speaks at conference about climate change,1
"Amazon reports quarterly earnings, stock unchanged by 8%",1
SHOCKING: US Government secretly planning to control the internet!,0
Study published in Nature examines effects of healthcare,1
New privacy feature released by Microsoft,1
New study proves processed food causes arthritis - doctors shocked!,0
"Microsoft reports quarterly earnings, stock unchanged by 8%",1
New study proves sugar causes heart disease - doctors shocked!,0
"Tesla reports quarterly earnings, stock unchanged by 5%",1
"Google reports quarterly earnings, stock unchanged by 5%",1
Russia to ban water starting next month,0
You won't believe what Jennifer Lawrence said about education!,0
Weather forecast: Thunderstorms expected this weekend in California,1
Researchers at Cambridge make progress in medical research,1
Senator speaks at conference about social media,1
Jennifer Lawrence DEAD at 38 - family confirms tragic news,0
Miracle cure: processed food can make you lose weight in just 7 days!,0
You won't believe what Tom Hanks said about social media!,0
Government hiding truth about vaccine ingredients,0
Study published in Nature examines effects of social media,1
President speaks at conference about healthcare,1
Miracle cure: processed food can make you look younger in just 7 days!,0
Government hiding truth about 5G towers,0
Study published in Cell examines effects of education,1
New cloud feature released by Amazon,1
Researchers at Cambridge make progress in computer science research,1
Senator speaks at conference about artificial intelligence,1
Study published in Science examines effects of artificial intelligence,1
Study published in Science examines effects of education,1
President speaks at conference about climate change,1
"Amazon reports quarterly earnings, stock up by 5%",1
Mayor speaks at conference about healthcare,1
Federal Reserve announces new policy on education,1
